EquipmentNumber,Region,Destination,DMFCategory,StartGridRefEN,TypeofInstall,InstallLocation,TypeOf,CounterNetwork,CounterType,active,date,longitude,latitude
100000543,CNI,Te Puke walks,Local Treasure,1881919-5801108,Long term,Otanewainuku Lookout Track,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2021-02-10,176.205992230896,-37.8939141536745
100030300,SSI,Milford Road Journey,Icon,1212758-5026814,Long term,Lake Marian Track - Lower,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-11,168.103171297652,-44.8069913901528
100030301,SSI,Darran/Earl Mountains backcountry,Back Country,1212510-5027015,Long term,Lake Marian Track - Upper,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-11,168.100199680649,-44.8050542195872
100030331,WSI,Franz Josef Valley walk,Icon,1370800-5188000,Long term,Franz Josef Glacier Forest Wk,Pedestrian Counter - Beam,Regional,Counter Electronic V,red,2018-02-23,170.168450161749,-43.4258382306564
100033456,LNI,Boundary Stream and Opouahi Reserves,Gateway,1933114-5665043,Long term,Boundary Stream Middle Track,Pedestrian Counter - Structure,National,Counter Electronic V,red,2016-04-26,176.851785679542,-39.100140489429
100033459,LNI,Otaki Forks,Gateway,1788200-5472300,Long term,Field Track,Pedestrian Counter - Pad,National,Counter Electronic V,red,2019-06-13,175.233601195473,-40.8787611622528
100033460,LNI,Tararua FP -Kapiti access backcountry,Back Country,1788700-5472500,Long term,Waitewaewae Track,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2020-11-23,175.239470289813,-40.8768458145076
100033461,ESI,Arthurs Pass SH73 backcountry day trips,Back Country,1482572-5244756,Long term,Avalanche Peak Track,Pedestrian Counter - Pad,National,Counter Electronic V,blue,2021-04-06,171.560705798511,-42.940785060466
100033465,ESI,Upper Tasman Valley 4WD Rd,Local Treasure,1371663-5157827,Long term,"Tasman Glacier, Blue Lake Walk",Pedestrian Counter - Pad,National,Counter Electronic V,blue,2021-05-29,170.166399547672,-43.6974541249739
100034088,HWT,Whangamata walks,Local Treasure,1851490-5872492,Long term,Wharekirauponga Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-08-05,175.835872245466,-37.2602027073412
100037706,HWT,Dawson Falls (Maunga Taranaki),Gateway,1695075-5646795,Long term,Wilkies Pool Loop Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,blue,2021-04-13,174.102987715232,-39.3230343461106
100037872,CNI,Whirinaki Te Pua-a -Tane CP activities,Local Treasure,1922391-5716784,Long term,Old Fort Road,Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2021-01-14,176.703785411472,-38.6388844899059
100037879,LNI,Manawatu Horowhenua Walks,Local Treasure,1788771-5498224,Long term,Papaitonga Scenic Reserve Tk 2,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-08-10,175.232547196678,-40.6452687832072
100037908,LNI,Central Hawkes Bay walks,Local Treasure,1933350-5580803,Long term,Mohi Bush Scenic Reserve,Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2019-09-11,176.896600527209,-39.8573646554598
100038172,SSI,Milford Road Journey,Icon,1214910-5026360,Long term,"Routeburn Tk, Key Summit Tk",Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-12,168.129942254506,-44.812225817454
100038223,SSI,Darran/Earl Mountains backcountry,Back Country,1204847-5031440,Long term,Gertrude Valley Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-22,168.007095705696,-44.7611778035493
100038279,ESI,Tekapo Walkway,Gateway,1396380-5125519,Long term,Tekapo Walkway - Mt John,Pedestrian Counter - Pad,Regional,Counter Electronic V,blue,2021-04-29,170.460510293554,-43.9952529212905
100038646,SSI,Routeburn Track,Icon,1221368-5036287,Long term,"Routeburn, Flats to Falls Hut",Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-06-17,168.218696622138,-44.726621724565
100038809,WSI,Greymouth/Lake Brunner walks,Local Treasure,1474376-5285298,Long term,Arnold Bridge Walk (Moana),Pedestrian Counter - Pad,Regional,Counter Electronic V,blue,2021-05-18,171.469294604898,-42.5745094712096
100039495,TUT,Lake Waikaremoana/Waikareiti backcountry,Back Country,1961009-5701569,Long term,Ngamoko Track,Pedestrian Counter - Pad,National,Counter Electronic V,red,2012-06-17,177.154342849404,-38.7607659961055
100039886,CNI,Whakapapa Holiday Park & Village walks,Gateway,1820836-5658721,Long term,Taranaki Falls Walk,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-08-06,175.557091250558,-39.1927242013761
100043435,NSI,Canaan Downs,Gateway,1590422-5467466,Long term,Harwoods Hole Track,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2021-03-15,172.886210308202,-40.9438847511416
100043437,SSI,Routeburn Track,Icon,1226039-5037502,Long term,Routeburn Nature Walk,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-05,168.278368865113,-44.718172523599
100043438,SSI,Routeburn Track,Icon,1219572-5036155,Long term,"Routeburn, Harris Saddle",Pedestrian Counter - Pad,National,Counter Electronic V,blue,2021-04-28,168.195998137896,-44.7268552345421
100043439,NSI,Ship Cove,Icon,1703686-5449989,Long term,Historic Ship Cove / Meretoto,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-08-10,174.234623761155,-41.0947621388291
100043441,TUT,Ohinemataroa (Whakatane) backcountry,Back Country,1959518-5753794,Long term,Pohatu Track,Pedestrian Counter - Structure,Regional,Counter Electronic V,red,2013-05-13,177.110389189245,-38.2919393933183
100043443,LNI,Cape Kidnappers Gannet Reserve,Icon,1950308-5604049,Long term,Cape Kidnappers Walking Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-06-03,177.081993055541,-39.6416252860882
100043444,LNI,Kaweka Forest Park backcountry,Back Country,1886208-5641166,Long term,Kiwi Saddle hut to Kaweka J tk,Pedestrian Counter - Pad,National,Counter Electronic V,red,2018-10-28,176.320443490708,-39.3315889280067
100043445,NNI,Bay of Islands boat access walks,Local Treasure,1708867-6101403,Long term,"Moturua Island, Hikurangi Pa",Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2020-10-07,174.196288897344,-35.2245152672382
100043695,SSI,Routeburn Track,Icon,1221511-5036495,Long term,"Routeburn, Flats Hut",Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-06-17,168.220650139704,-44.7248312536683
100043696,WSI,Cape Foulwind,Icon,1472509-5376961,Long term,"Cape Foulwind, Omau carpark",Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-09-01,171.466614792494,-41.7489486027802
100054068,WSI,Westport northern walks,Local Treasure,1507160-5392842,Long term,Charming Creek Walkway,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-09-02,171.885755944656,-41.6107388972352
100055332,AKL,Warkworth walks,Local Treasure,1747991-5964634,Long term,"Moirs Hill, Beverley Price tk",Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-08-11,174.651426583473,-36.4521339600393
100055334,SSI,Twelve Mile,Gateway,1251095-5000665,Long term,Seven Mile Pt Track,Pedestrian Counter - Structure,National,Counter Electronic V,yellow,2021-02-06,168.568387180984,-45.0614255186343
100055451,WSI,Cape Foulwind,Icon,1471870-5375180,Long term,"Cape Fowlwind, Tauranga Bay",Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-09-01,171.458548203537,-41.7648815338725
100055454,WSI,Paparoa great walk,Gateway,1467829-5311996,Long term,"Croesus Track, Blackball",Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2021-01-18,171.395698003887,-42.3330700216804
100055455,WSI,Lake Daniells/Marble Hill,Gateway,1536401-5311923,Long term,Lake Daniell Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-09-06,172.227909433325,-42.3423524296471
100055458,WSI,Lake Matheson,Icon,1354798-5185197,Long term,Lake Matheson Walk,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-09-05,169.969764748744,-43.4459790390412
100055459,WSI,Not assigned,Not assigned,1360914-5179865,Long term,Fox Glacier Access Track,Pedestrian Counter - Pad,National,Counter Electronic V,red,2018-12-31,170.04290805773,-43.4959032875743
100055785,LNI,Kaweka Forest Park backcountry,Back Country,1889569-5638907,Long term,Lakes to Mt Kuripapango Tk,Pedestrian Counter - Structure,National,Counter Electronic V,red,2016-09-17,176.360347704472,-39.3507910293941
100055887,CNI,Tongariro Alpine Crossing,Icon,1824943-5664107,Long term,Tongariro Xing Mangatepopo Tk,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-13,175.602812443507,-39.1431875813006
100055888,NSI,Abel Tasman Coast Track,Icon,1600625-5462127,Long term,"Abel Tasman Coast Tk, Marahau",Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-09-05,173.007430599383,-40.9920359149077
100056087,CNI,Tongariro NP backcountry/Round the Mtn,Back Country,1828733-5649935,Long term,"Round the Mountain Tk, Rangipo",Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2021-01-11,175.651418502997,-39.2697679528359
100056088,NSI,Cobb/Mt Arthur Tablelands backcountry,Back Country,1576020-5439288,Long term,Mt Arthur Route,Pedestrian Counter - Structure,National,Counter Electronic V,navy,2021-09-03,172.71401359545,-41.1974168478248
100056089,AKL,Rangitoto Summit and short walks,Icon,1766015-5925255,Long term,"Rangitoto Track, Summit",Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2021-02-22,174.860979543617,-36.8039971253988
100056090,AKL,Rangitoto Summit and short walks,Icon,1765859-5927398,Long term,Rangitoto Summit track start,Pedestrian Counter - Structure,National,Counter Electronic V,yellow,2021-02-22,174.858764950707,-36.7847160745604
100056164,SSI,Lake Manapouri backcountry,Back Country,1179302-4939465,Long term,Pearl Harbour-Back Valley Trk,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-19,167.608257707702,-45.5709465873756
100056165,SSI,Pyke/Big Bay/Demon Trail backcountry,Back Country,1206501-5069845,Long term,Hollyford Trk - L McKerrow Nth,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2020-07-30,168.057268671059,-44.4176400579308
100056166,SSI,Coastal Catlins activities,Local Treasure,1294806-4829622,Long term,Waipohatu Loop Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-18,169.013820704012,-46.6174669917224
100056167,LNI,Tararua FP -Wairarapa access backcountry,Back Country,1800699-5459011,Long term,Walls Whare To Cone Saddle Trk,Pedestrian Counter - Pad,National,Counter Electronic V,blue,2021-04-11,175.386126101883,-40.9954020194638
100056168,LNI,Waiohine to Holdsworth track,Gateway,1800914-5459208,Long term,Walls Whare Totara Flats Hut,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2020-09-28,175.388616097275,-40.9935760151288
100056169,NSI,Hacket,Gateway,1619826-5416669,Long term,Hacket Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-08-10,173.237183090977,-41.4012742027235
100056170,SSI,Pisa/Criffel Ranges backcountry,Back Country,1294918-5015948,Long term,Pisa Range Ridge Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2020-10-16,169.132899577069,-44.9443953059657
100056171,CNI,Kaimai Mamaku FP-east walks/picnic areas,Local Treasure,1852648-5834794,Long term,Tuahu Track (East),Pedestrian Counter - Pad,National,Counter Electronic V,blue,2021-05-24,175.861816384426,-37.5992675865529
100056173,LNI,Ruahine FP (eastern access) backcountry,Back Country,1859833-5558162,Long term,Stanfield Hut to Takapari Road,Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2010-12-08,176.047589845606,-40.0867512037999
100056206,NSI,Abel Tasman Coast Track,Icon,1604271-5472818,Long term,"Abel Tasman Coast Tk, Tonga",Pedestrian Counter - Structure,Regional,Counter Electronic V,blue,2021-05-27,173.050704023205,-40.8957169836769
100056375,LNI,Chatham Island walks and historic sites,Local Treasure,2439511-5101494,Long term,Nikau Bush Conservation Area,Pedestrian Counter - Pad,National,Counter Electronic V,red,2018-06-11,183.427077245568,-43.761365988427
100056376,LNI,Chatham Island walks and historic sites,Local Treasure,2456669-5094921,Long term,JM Barker (Hapupu) Hist.Res,Pedestrian Counter - Pad,National,Counter Electronic V,red,2019-01-24,183.647036128395,-43.8000006997241
100056377,LNI,Chatham Island walks and historic sites,Local Treasure,2439264-5090583,Long term,Henga Scenic Reserve,Pedestrian Counter - Pad,National,Counter Electronic V,red,2019-02-06,183.441065485328,-43.8582579401609
100056436,CNI,Whirinaki backcountry,Back Country,1915979-5696703,Long term,"Whirinaki Track, Pleatau Rd",Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-09-02,176.639424087727,-38.8217926994017
100056580,HWT,Wentworth Valley,Gateway,1849544-5873544,Long term,Wentworth Falls Walk,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-08-05,175.81360029832,-37.2512548095559
100056617,HWT,Pirongia FP walks & mountain bike trails,Local Treasure,1788713-5795559,Long term,Mangakara Nature Walk,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-05,175.148359185983,-37.9679929371977
100056709,LNI,Ruahine FP (eastern access) backcountry,Back Country,1878997-5607761,Long term,Aranga Hut to Peak 1396 Track,Pedestrian Counter - Pad,National,Counter Electronic V,red,2011-08-16,176.25088821667,-39.6344602076744
100056710,SSI,Whisky Track (Blue Mountains),Local Treasure,1312901-4904224,Long term,Whisky Gully Loop Track,Pedestrian Counter - Pad,National,Counter Electronic V,blue,2021-04-10,169.295146015423,-45.9554650158546
100056711,SSI,Forest Hill,Gateway,1247782-4870297,Long term,Forest Hill Tk -Tussock Ck End,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2020-07-27,168.432147568026,-46.2295609742781
100056712,SSI,Invercargill walks and picnic areas,Local Treasure,1269926-4856625,Long term,Seaward Downs Loop Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-28,168.708894480038,-46.3633663791626
100056811,LNI,Catchpool Valley,Gateway,1761587-5420661,Long term,Orongorongo Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-27,174.931519947924,-41.3493486222206
100056812,WSI,Heaphy Track,Gateway,1524927-5462148,Long term,"Heaphy Track, Heaphy Hut",Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-08-02,172.107514430851,-40.9883920960464
100056813,HWT,Egmont National Park backcountry,Back Country,1692150-5655522,Long term,Henry Peak Kaiauai Track,Pedestrian Counter - Pad,National,Counter Electronic V,blue,2021-04-07,174.067865000366,-39.2447263455897
100056814,WSI,Paparoa coast activities,Local Treasure,1466660-5344968,Long term,Fox River Caves Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-25,171.389069411879,-42.0360305329225
100057040,HWT,Egmont National Park backcountry,Back Country,1688874-5655769,Long term,Ahukawakawa Track,Pedestrian Counter - Structure,National,Counter Electronic V,blue,2021-04-19,174.029874911342,-39.2428428568266
100057052,HWT,Raglan walks,Local Treasure,1760706-5812403,Long term,Ngarunui (Bryant) Track,Pedestrian Counter - Structure,National,Counter Electronic V,navy,2021-06-18,174.825929204522,-37.8216448536372
100057058,HWT,Egmont National Park backcountry,Back Country,1685989-5647005,Long term,Oaonui Track,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2020-09-28,173.997567731467,-39.3220933622457
100057059,WSI,Greymouth/Lake Brunner walks,Local Treasure,1453304-5305130,Long term,Point Elizabeth Walkway,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-09-05,171.217724472171,-42.392274203612
100057060,LNI,Kaweka Forest Park backcountry,Back Country,1895825-5652752,Long term,Middle Hill to Makino Tk Junc.,Pedestrian Counter - Pad,National,Counter Electronic V,red,2016-04-27,176.426744321554,-39.2241412852288
100057061,SSI,Croyden Bush,Gateway,1277349-4890866,Long term,Dolamore Track,Pedestrian Counter - Pad,National,Counter Electronic V,red,2017-08-18,168.828507767339,-46.0595966671501
100057062,SSI,Lake Hauroko/South Coast backcountry,Back Country,1173073-4874491,Long term,Rarakau Rdend-Breakneck River,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-07,167.471221333843,-46.1492633187273
100057063,SSI,Tuatapere walks and picnic area,Local Treasure,1202288-4856109,Long term,Round Hill Walking Track,Pedestrian Counter - Pad,National,Counter Electronic V,blue,2021-05-03,167.832460747485,-46.331679961347
100057064,SSI,Invercargill walks and picnic areas,Local Treasure,1259897-4856533,Long term,Kingswood Bush Track,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2020-10-25,168.578835205784,-46.3592304553472
100057065,SSI,Piano Flat campsite and walk,Local Treasure,1289456-4947637,Long term,Ngahere Ara Track,Pedestrian Counter - Pad,National,Counter Electronic V,blue,2021-05-03,169.021160659782,-45.55546707351
100057090,WSI,Greymouth/Lake Brunner walks,Local Treasure,1464306-5287581,Long term,Woods Creek Walk,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-08-12,171.347184070619,-42.5522532735167
100057092,AKL,Warkworth backcountry,Back Country,1745373-5974932,Long term,"",Track,"",Counter Electronic V,red,2009-07-21,174.62029451985,-36.3597319109682
100057094,SSI,Bluff Hill/Motupohue,Gateway,1244221-4826846,Long term,Foveaux Walkway,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2020-08-12,168.353046257878,-46.6174753310034
100057095,SSI,Forest Hill,Gateway,1247516-4873099,Long term,Forest Hill Tk-Forest Hill end,Pedestrian Counter - Pad,National,Counter Electronic V,red,2016-07-20,168.430798889676,-46.2042855481602
100057096,SSI,Borland Road/Borland and Monowai walks,Local Treasure,1175234-4916509,Long term,Borland Nature Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-08,167.53631983883,-45.7741648612339
100057097,SSI,Croyden Bush,Gateway,1278528-4890420,Long term,Whisky Creek/Poppelwells Tks,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2020-07-29,168.843409162112,-46.0641550028404
100057098,SSI,Tuatapere walks and picnic area,Local Treasure,1183660-4906739,Long term,"Dean Forest, Big Totara Track",Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-21,167.635792511752,-45.866839759781
100057099,SSI,Catlins Conservation Park backcountry,Back Country,1294829-4830132,Long term,Waipohatu Waterfalls Track,Pedestrian Counter - Pad,National,Counter Electronic V,red,2020-03-02,169.01445683151,-46.6128988864378
100057100,SSI,Kepler Track,Icon,1184229-4949488,Long term,"Kepler Track, Waiau River",Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-09-01,167.679626351929,-45.4840772302676
100057101,NNI,Whangarei walks,Local Treasure,1713688-6047716,Long term,Pukenui Forest Loop Track,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2021-03-23,174.256761288961,-35.7079461529001
100057226,LNI,Otatara Pa - Potential Icon,Icon,1929411-5615106,Long term,Otatara Pa,Pedestrian Counter - Pad,National,Counter Electronic V,red,2018-05-29,176.833526428072,-39.5505184908603
100057272,NSI,Hacket,Gateway,1619646-5417158,Long term,Whispering Falls Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-08-11,173.235013858072,-41.396873935766
100057273,NSI,Mount Arthur,Gateway,1577918-5440099,Long term,Mt Arthur Walk,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-08-05,172.736678253599,-41.1901654737277
100057274,NSI,Mount Arthur,Gateway,1574363-5442603,Long term,"Tableland Circuit, Gridiron",Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-08-06,172.694391261315,-41.1675051430626
100057276,SSI,Alexandra/Kopuwai Cons Area backcountry,Back Country,1303326-4969749,Long term,"Old Man Range, Symes Rd",Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2019-02-16,169.21180960865,-45.3629170645249
100057277,LNI,Taihape/Hunterville/Rangitikei activitie,Local Treasure,1874693-5612750,Long term,Makino Scenic Reserve,Pedestrian Counter - Pad,National,Counter Electronic V,red,,176.198743384586,-39.5909696089443
100057278,LNI,Ruahine FP (eastern access) backcountry,Back Country,1878876-5603131,Long term,Sentry Box to Parks Peak Track,Pedestrian Counter - Pad,National,Counter Electronic V,red,2012-01-24,176.251433362989,-39.6761502373491
100057279,LNI,Ruahine FP (eastern access) backcountry,Back Country,1878746-5602895,Long term,Parks Peak to Upper Makaroro,Pedestrian Counter - Pad,National,Counter Electronic V,red,2012-01-24,176.250019583236,-39.6783156475568
100057472,NNI,Whangaruru,Gateway,1724413-6084663,Long term,Whangaruru North Head Tracks,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2021-03-16,174.369616655519,-35.3736081605926
100057473,NNI,Bream Bay/Mangawhai campsite and walks,Local Treasure,1743250-6007139,Long term,Mangawhai Walkway,Pedestrian Counter - Structure,Regional,Counter Electronic V,blue,2021-05-25,174.590752559903,-36.0697969810582
100060385,SSI,Otago Central Rail Trail,Icon,1340582-5006295,Long term,"Otago Rail Trail, Poolburn",Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-08-01,169.705706584035,-45.0492735755914
100061343,NSI,Northern Abel Tasman National Park walks,Local Treasure,1594160-5478246,Long term,Wainui Falls Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-08-12,172.930720279844,-40.8468095091515
100063663,NSI,Takaka walks,Local Treasure,1588928-5478094,Long term,Grove Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-06-30,172.868650657972,-40.848124823584
100063665,NSI,Puponga Farm Park,Gateway,1573027-5516038,Long term,Wharariki Beach Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-01,172.681646087377,-40.5059332983705
100064463,SSI,Borland Road/Borland and Monowai walks,Local Treasure,1174166-4911987,Long term,Monowai Lookout Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-07,167.518663072579,-45.8140229208879
100064486,SSI,Bannockburn,Gateway,1296672-5001257,Long term,Bannockburn Loop Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-08-04,169.146230540597,-45.0770936203171
100064686,WSI,Franz Josef Valley walk,Icon,1370715-5188147,Long term,Sentinel Rock Walk,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-20,170.167463019778,-43.4244902057428
100065282,NSI,Queen Charlotte Track,Gateway,1703647-5449997,Long term,"Quee Charlotte Tk, Ship Cove",Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-13,174.234158129557,-41.0946950655041
100065283,NSI,Queen Charlotte Track,Gateway,1699386-5448321,Long term,"Quee Charlotte Tk, The Pines",Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-08-09,174.183702636925,-41.1103216213693
100065284,NSI,Queen Charlotte Track,Gateway,1686724-5437712,Long term,"Quee Charlotte Tk, Torea",Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-06-15,174.034422774933,-41.207322417411
100065285,NSI,Queen Charlotte Track,Gateway,1677967-5431868,Long term,"Quee Charlotte Tk, Anakiwa",Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-15,173.930731668797,-41.2608482730057
100065286,CNI,Opotiki/Waioeka Gorge activities,Local Treasure,1978074-5776645,Long term,Marawaiwai Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-28,177.309858892033,-38.0789591794202
100072204,TUT,Lake Waikaremoana/Waikareiti backcountry,Back Country,1958198-5697525,Long term,Onepoto Caves Track,Pedestrian Counter - Pad,National,Counter Electronic V,red,2012-06-25,177.12416982504,-38.7982592359379
100072205,TUT,Lake Waikaremoana campsites & activities,Local Treasure,1959127-5700459,Long term,Whatapo Bay Track,Pedestrian Counter - Pad,National,Counter Electronic V,red,2012-06-25,177.133314676705,-38.7715101583129
100072362,ESI,Arthurs Pass SH73 backcountry day trips,Back Country,1482965-5248143,Long term,Temple Basin Track,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2021-02-10,171.56622868752,-42.9103544492882
100072363,SSI,Rees/Dart Track,Gateway,1228045-5044974,Long term,"Dart Track, Chinamans Bluff",Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2021-02-15,168.309037278789,-44.6521755355715
100072365,SSI,Catlins Conservation Park backcountry,Back Country,1330437-4848929,Long term,Catlins River Track,Pedestrian Counter - Pad,National,Counter Electronic V,blue,2021-04-20,169.489458048506,-46.459301786669
100072367,WSI,Franz Josef Glacier backcountry,Back Country,1371735-5188780,Long term,Roberts Point Track,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2020-07-23,170.180313272074,-43.4191086184558
100072481,TUT,Lake Waikaremoana campsites & activities,Local Treasure,1960829-5702295,Long term,Hinau Track,Pedestrian Counter - Pad,National,Counter Electronic V,red,2012-06-25,177.151897798964,-38.7543142453963
100072608,CNI,Lake Rotopounamu,Gateway,1836534-5677475,Long term,Lake Rotopounamu Walk,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2020-10-07,175.732144150545,-39.0197918013348
100072799,HWT,Egmont National Park backcountry,Back Country,1684074-5645082,Long term,Ihaia Track,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2021-03-30,173.975595403183,-39.3396069507467
100072947,CNI,Whirinaki River Track,Gateway,1921975-5712094,Long term,"Oruiwaka Tk, Waterfall Loop tk",Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-09-07,176.701188621167,-38.68121301874
100072948,CNI,Whirinaki backcountry,Back Country,1922081-5711581,Long term,Moerangi Track,Pedestrian Counter - Pad,National,Counter Electronic V,red,2020-01-16,176.70264281607,-38.685787876573
100072950,HWT,Egmont National Park backcountry,Back Country,1690332-5659354,Long term,Mangorei Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-12,174.046287925634,-39.2103931932675
100072951,HWT,Egmont National Park walks/picnic areas,Local Treasure,1699019-5647563,Long term,Potaema Walk,Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2018-10-29,174.14862139129,-39.3156728975556
100072952,HWT,Ratapihipihi,Gateway,1690366-5671068,Long term,Ratapihipihi Track,Pedestrian Counter - Pad,National,Counter Electronic V,blue,2021-04-06,174.045118953341,-39.1048511079513
100073030,ESI,Kura Tawhiti/Castle Hill,Icon,1495757-5212842,Long term,Kura Tawhiti / Castle Hill,Pedestrian Counter - Pad,National,Counter Electronic V,red,2019-10-23,171.716283791621,-43.2300149491172
100073031,CNI,Tongariro Alpine Crossing,Icon,1829772-5671067,Long term,"Tongariro Xing, Ketetahi Track",Pedestrian Counter - Structure,National,Counter Electronic V,navy,2021-06-02,175.65627861843,-39.0792765568928
100073032,AKL,Warkworth walks,Local Treasure,1744708-5974526,Long term,"Dome Tk, Tearooms to Lookout",Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-22,174.612960758692,-36.3634909791452
100073041,LNI,Morere Hot Pools,Gateway,2015422-5674002,Long term,"Nikau Loop Track, Morere S R",Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-06-18,177.795249745061,-38.9844175266837
100073042,HWT,North Egmont (Maunga Taranaki),Icon,1694593-5652600,Long term,North Egmont Nature Walk,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2021-03-28,174.096580598538,-39.2707885461711
100073044,CNI,Kaimai Mamaku FP-east walks/picnic areas,Local Treasure,1852148-5837983,Long term,Wharawhara Tramway Track,Pedestrian Counter - Pad,National,Counter Electronic V,red,2020-06-17,175.855061637321,-37.5706963580636
100073045,CNI,Waipunga backcountry,Back Country,1912931-5693625,Long term,Matakuhia Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-09-02,176.605780814942,-38.8505632102221
100073046,SSI,Sandymount tracks,Gateway,1416901-4915116,Long term,Orua / Sandfly Bay Track,Pedestrian Counter - Structure,Regional,Counter Electronic V,navy,2021-08-12,170.639886055718,-45.8931464423864
