EquipmentNumber,Region,Destination,DMFCategory,StartGridRefEN,TypeofInstall,InstallLocation,TypeOf,CounterNetwork,CounterType,active,date,longitude,latitude
100073047,CNI,Opotiki/Waioeka Gorge activities,Local Treasure,1976517-5762761,Long term,Tauranga Track,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2020-09-01,177.299485945209,-38.2043878852349
100073075,HWT,Raglan walks,Local Treasure,1766715-5802715,Long term,Bridal Veil Falls Shortwalk,Pedestrian Counter - Structure,National,Counter Electronic V,navy,2021-07-15,174.896405210743,-37.9078379860193
100073154,ESI,Hooker/Mueller tracks,Icon,1366624-5155495,Long term,Hooker Valley Track,Pedestrian Counter - Structure,National,Counter Electronic V,blue,2021-05-29,170.102934198624,-43.7168579356878
100073192,NNI,Tutukaka coast walks,Local Treasure,1736669-6063910,Long term,Otito Reserve Track,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2021-03-08,174.507987233848,-35.5590634623995
100073193,NNI,Whangarei walks,Local Treasure,1736697-6034937,Long term,Manaia Ridge Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-08-15,174.513221344602,-35.8202009971355
100073290,TUT,Ikawhenua backcountry,Back Country,1942282-5740977,Long term,Manaohau (right branch) Track,Pedestrian Counter - Pad,National,Counter Electronic V,red,,176.91998308076,-38.4139156458192
100073291,CNI,Whirinaki backcountry,Back Country,1931319-5711797,Long term,Whangatawhia - Okahu Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-08-04,176.808524880021,-38.6804372945405
100073292,TUT,Tauranga (Waimana) backcountry,Back Country,1963348-5727459,Long term,Mangatoatoa Track,Pedestrian Counter - Pad,National,Counter Electronic V,red,2012-05-22,177.167668950009,-38.5271091204503
100073304,AKL,Warkworth walks,Local Treasure,1742495-5986082,Long term,Louges Bush Tracks,Pedestrian Counter - Pad,National,Counter Electronic V,red,2020-03-03,174.586191104401,-36.2596786718131
100073312,LNI,Mahia Peninsula backcountry,Back Country,2021472-5658158,Long term,Mahia Peninsula Scenic Reserve,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2020-10-18,177.874645970646,-39.1237876670734
100073327,NNI,Te Paki Coastal Track,Icon,1571860-6186571,Long term,Twilight/Te Werahi Loop Track,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2020-09-29,172.693614277555,-34.46202590813
100073328,NNI,Russell/Paihia/Opua walks,Local Treasure,1698450-6094334,Long term,Paihia Lookout Track,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2021-01-14,174.082687747656,-35.2893224666655
100073387,NSI,Mt Owen backcountry,Back Country,1564328-5406859,Long term,Granity Pass Track,Pedestrian Counter - Structure,National,Counter Electronic V,yellow,2021-02-11,172.572672067619,-41.4890888125769
100073388,HWT,Egmont National Park walks/picnic areas,Local Treasure,1694764-5647373,Long term,Ridge Loop track,Pedestrian Counter - Structure,National,Counter Electronic V,blue,2021-04-12,174.099298833859,-39.3178611582088
100073389,ESI,Arthurs Pass SH73 backcountry day trips,Back Country,1482131-5249319,Long term,Otira Valley Track,Pedestrian Counter - Structure,National,Counter Electronic V,yellow,2021-02-08,171.556261804182,-42.8996392536367
100073390,LNI,Porirua walks,Local Treasure,1752888-5442558,Long term,Colonial Knob Walkway,Pedestrian Counter - Pad,National,Counter Electronic V,red,2018-11-15,174.822101219663,-41.1539020450619
100073664,NNI,Urupukapuka Island,Gateway,1712267-6101744,Long term,"Urupukapuka Is, Otehei Bay",Pedestrian Counter - Pad,National,Counter Electronic V,blue,2021-04-06,174.233595795878,-35.2210662048984
100073666,HWT,Broken Hills,Gateway,1843476-5890204,Long term,Broken Hills Battery Walk,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-08-03,175.739829750951,-37.1028569212902
100073669,NNI,Bream Head tracks,Gateway,1741569-6032045,Long term,"Bream Head, Peach Cove Track",Pedestrian Counter - Structure,National,Counter Electronic V,navy,2021-08-16,174.567648820907,-35.8455750788048
100073670,NNI,Puketi Kauri Forest,Gateway,1668386-6098046,Long term,Puketi Nature trail,Pedestrian Counter - Structure,National,Counter Electronic V,red,2018-06-28,173.751785459837,-35.258361653048
100073709,HWT,Thames Coast/Kauaeranga backcountry,Back Country,1828735-5891961,Long term,Waiotahi / Karaka Track,Pedestrian Counter - Pad,National,Counter Electronic V,red,2016-08-10,175.573571471188,-37.090750903139
100073967,HWT,Western Coromandel bush walks & camping,Local Treasure,1824210-5889640,Long term,Rockys Walk,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-25,175.523398288635,-37.112746370741
100073968,HWT,Cathedral Cove,Icon,1851540-5920524,Long term,Mahurangi Island Track,Pedestrian Counter - Pad,National,Counter Electronic V,blue,2021-04-28,175.820378627118,-36.8277402259134
100074004,WSI,Oparara Basin,Gateway,1531960-5444564,Long term,Oparara Arch Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-26,172.189172595526,-41.1473921936795
100074005,NNI,Bay of Islands boat access walks,Local Treasure,1708867-6101403,Long term,"Moturua Island, Homestead Bay",Pedestrian Counter - Pad,National,Counter Electronic V,blue,2021-05-11,174.196288897344,-35.2245152672382
100074006,HWT,Stratford Plateau,Gateway,1694137-5648733,Long term,Manganui Gorge Track,Pedestrian Counter - Pad,National,Counter Electronic V,blue,2021-04-14,174.091836175004,-39.305677053704
100080895,WSI,Franz Josef Valley walk,Icon,1370935-5188395,Long term,Peters Pool Walk,Pedestrian Counter - Beam,National,Counter Electronic V,red,2015-11-02,170.170281562015,-43.4223270971503
100081486,CNI,Waihi walks and campsite,Local Treasure,1860318-5857579,Long term,Orokawa Bay Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-06-30,175.940533115885,-37.3920250451874
100081554,SSI,Queenstown activities,Local Treasure,1268921-5009205,Long term,Lake Hayes Walkway,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-05,168.799798094689,-44.99331100065
100081555,SSI,Glenorchy/Kinloch activities,Local Treasure,1236857-5021987,Long term,"Whakaari Cons Area, Judah Tk",Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-06,168.403452302202,-44.862953289707
100081556,SSI,Queenstown activities,Local Treasure,1256319-5005605,Long term,Ben Lomond Walkway,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-08,168.637922570999,-45.0196384763576
100081557,SSI,Greenstone/Caples Tracks,Gateway,1231177-5014064,Long term,"Greenstone Track, Home Creek",Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2021-02-07,168.326025643379,-44.93112659237
100081558,SSI,Greenstone/Caples Tracks,Gateway,1231211-5014107,Long term,Caples Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2021-03-08,168.326486438218,-44.9307584075275
100081559,SSI,Mt Aspiring NP ReesDart/Routeburn access,Back Country,1220920-5038068,Long term,"Routeburn Tk, North Branch",Pedestrian Counter - Pad,Regional,Counter Electronic V,blue,2021-05-01,168.214379268742,-44.7104077958493
100081561,SSI,Greenstone/Caples Tracks,Gateway,1216558-5019840,Long term,"Greenstone Track, McKellar Hut",Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2021-03-13,168.14578870223,-44.8715951391459
100081603,SSI,Wanaka/Lake Hawea activities,Local Treasure,1294402-5043726,Long term,Mt Aspiring Visitor Centre,Pedestrian Counter - Structure,National,Counter Electronic V,navy,2021-08-01,169.143068414543,-44.6946801267678
100081701,ESI,Aoraki/Mt Cook Village walks,Gateway,1366073-5153647,Long term,Aoraki Mt Cook Visitor Center,Pedestrian Counter - Beam,National,Counter Electronic V,navy,2021-06-28,170.095299349302,-43.7333023199585
100081719,LNI,Orongorongo Valley,Gateway,1765515-5421629,Long term,"Orongorongo Huts, Big Bend Tk",,National,Counter Electronic V,red,2020-03-09,174.978182669047,-41.3398369549014
100081728,LNI,Remutaka Forest Park backcountry,Back Country,1765100-5427829,Long term,Whakanui Track,,National,Counter Electronic V,navy,2021-07-26,174.971542563074,-41.2841071932347
100081729,LNI,Catchpool Valley,Gateway,1761607-5421111,Long term,Five Mile Loop Track,Track,National,Counter Electronic V,yellow,2020-10-11,174.931639104652,-41.3452934565283
100081730,LNI,Catchpool Valley,Gateway,1762020-5420816,Long term,Catchpool Loop Track,,National,Counter Electronic V,navy,2021-08-11,174.936651587863,-41.3478662636114
100081731,LNI,Remutaka Rail Trail,Gateway,1787623-5440186,Long term,Cross Creek Trk,,National,Counter Electronic V,red,2016-02-25,175.2365211984,-41.1679630679858
100081732,LNI,Castlepoint Scenic Reserve,Gateway,1871700-5466800,Long term,"Castlepoint, Lighthouse Walk",,National,Counter Electronic V,navy,2021-08-03,176.22573591903,-40.9047995373077
100081733,LNI,Castlepoint Scenic Reserve,Gateway,1871700-5466800,Long term,"Castlepoint, Deliverance Cove",Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-11,176.22573591903,-40.9047995373077
100081734,LNI,Holdsworth,Gateway,1807421-5469521,Long term,Atiwhakatu Track,,National,Counter Electronic V,navy,2021-07-12,175.462456536214,-40.8991308414314
100081735,LNI,Holdsworth,Gateway,1807950-5468911,Long term,Gentle Annie Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,blue,2021-04-01,175.46893542318,-40.9044866254856
100081736,LNI,Tararua FP -Kapiti access backcountry,Back Country,1790599-5468232,Long term,Field To Kime Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2016-08-31,175.263300374275,-40.9148239635075
100081737,LNI,Otaki Forks,Gateway,1787100-5471800,Long term,Otaki Forks Fenceline Walk,,National,Counter Electronic V,red,2019-10-08,175.220706019335,-40.8835140023288
100081738,LNI,Otaki Forks,Gateway,1788000-5472600,Long term,Arcus Loop Track,Pedestrian Counter - Pad,National,Counter Electronic V,red,2019-06-09,175.231138549087,-40.8761066172556
100081740,LNI,Tararua FP -Kapiti access backcountry,Back Country,1800100-5495500,Long term,Waiopehu Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2019-08-28,175.367293780673,-40.6671204308787
100082226,SSI,Otago Central Rail Trail,Icon,1385971-4980372,Long term,"Otago Cnt Rail Trail, Hyde",Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-08-02,170.27024923368,-45.297527211169
100082712,NSI,Lake Rotoiti,Gateway,1587024-5371885,Long term,Nelson Lakes Visitor Center,Door,Regional,Counter Electronic V,navy,2021-08-02,172.843794884092,-41.8047950198498
100082716,ESI,Banks Peninsula backcountry,Back Country,1589454-5158392,Long term,"Te Ara Pataka Tk, Mt Sinclair",Pedestrian Counter - Pad,National,Counter Electronic V,blue,2021-05-24,172.869059247232,-43.727428687077
100082782,ESI,Little River Rail Trail,Gateway,1576854-5149006,Long term,"Little River Trail, Birdlings",Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-08-11,172.712212210139,-43.8116517128449
100082783,ESI,Little River Rail Trail,Gateway,1572409-5151909,Long term,"Little River Trail, Motukarara",Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-25,172.657095329483,-43.7853615388386
100082785,ESI,Godley Head mountain biking/walk,Local Treasure,1583360-5173509,Long term,Godley Head Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-29,172.793861800216,-43.5912036455265
100082806,SSI,Lake Manapouri backcountry,Back Country,1174236-4938872,Long term,"The Monument Tk, Lk Manapouri",Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-18,167.543109682917,-45.5731819464028
100082807,SSI,Lake Manapouri picnic area and walk,Local Treasure,1170013-4942052,Long term,Stockyard Cove Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-19,167.492028488739,-45.5420969323791
100082812,SSI,Kepler Track,Icon,1183372-4958273,Long term,"Kepler Tk, Brod Bay",Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-22,167.676139865834,-45.4048330752255
100082814,SSI,Kepler Track,Icon,1182748-4958250,Long term,"Kepler Tk, Brod Bay to Luxmore",Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2020-09-19,167.668181354954,-45.4046678224468
100082815,SSI,Milford Road Journey,Icon,1214741-5025469,Long term,Key Summit Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-06-19,168.127138052089,-44.8201267079887
100082817,SSI,Hollyford Track,Gateway,1213875-5040490,Long term,Hollyford track (roadend),Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-20,168.127585700498,-44.6849261917477
100082823,SSI,Dusky Track,Back Country,1144559-4936007,Long term,"Dusky Track, Upper Spey River",Pedestrian Counter - Pad,National,Counter Electronic V,red,2010-03-09,167.162004921856,-45.5800705930742
100082825,SSI,Not assigned,Not assigned,1096207-4912014,Long term,refer to LT tab for details,Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2019-08-30,166.521182632984,-45.7613818380727
100082827,NSI,Travers/Sabine/Blue Lake backcountry,Back Country,1574702-5359712,Long term,Travers - Sabine Track,,National,Counter Electronic V,red,2014-06-26,172.694943519878,-41.914136870462
100082931,NSI,Kaikoura Peninsula Walkway,Icon,1656702-5302761,Long term,"Kaikoura Walkway, South Bay",Pedestrian Counter - Beam,National,Counter Electronic V,navy,2021-09-02,173.689269317803,-42.4253932126972
100083261,CNI,Karangahake,Icon,1840516-5855226,Long term,"Karangahake, Tunnel Loop Wway",Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-06-28,175.717856372031,-37.4185603282772
100083264,CNI,Karangahake,Icon,1841065-5854229,Long term,"Karangahake, Crown Tramway",Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-06-28,175.724379177063,-37.4273941443325
100083265,CNI,Karangahake,Icon,1845770-5855889,Long term,"Karangahake, Waikino Bridge",Pedestrian,National,Counter Electronic V,navy,2021-06-28,175.77694347714,-37.4112118375796
100083266,CNI,Karangahake,Icon,1841320-5854058,Long term,Crown Tramway Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-06-28,175.727313950087,-37.428867316064
100083268,CNI,Kaimai Mamaku Forest Park backcountry,Back Country,1843347-5839459,Long term,"Waiorongomai, Water Race Tk",Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-06-28,175.755025944489,-37.5597751334325
100083269,CNI,Kaimai Mamaku Forest Park (west) walks,Local Treasure,1852503-5819470,Long term,Wairere Falls Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-06-27,175.865479079156,-37.7372560341745
100083270,CNI,Kaimai Mamaku Forest Park backcountry,Back Country,1857566-5804733,Long term,"Kaimai North-South Tk, South",Pedestrian Counter - Structure,Regional,Counter Electronic V,blue,2021-05-20,175.92810438236,-37.8684998454194
100083395,CNI,Rotorua Lakes backcountry,Back Country,1900867-5777283,Long term,Eastern Okataina Walkway,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-06-26,176.431109796836,-38.1021994204956
100083399,CNI,Rotorua Lakes activities and campsites,Local Treasure,1879481-5774901,Long term,Mt Ngongotaha Track,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2021-03-02,176.188516567833,-38.1305008415991
100083541,NSI,Whites Bay,Gateway,1688508-5417960,Long term,"Whites Bay, Black Jack Tk",Pedestrian Counter - Structure,Regional,Counter Electronic V,yellow,2021-02-01,174.058570939583,-41.3850205440514
100083837,CNI,Whanganui/River Road activities,Local Treasure,1779545-5579603,Long term,Gordon Park Scenic Reserve,Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2020-11-09,175.100695824117,-39.9146525148512
100083838,CNI,Whanganui/River Road activities,Local Treasure,1783304-5600390,Long term,Atene Viewpoint Walk,Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2018-10-15,175.138834960323,-39.7266861512297
100083840,CNI,Whanganui Journey,Icon,1770140-5651019,Long term,Bridge to Nowhere Walk,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2020-09-22,174.972389881674,-39.2734900470602
100083841,CNI,Taumarunui (SH 43) walks,Local Treasure,1789967-5686287,Long term,Te Maire Loop Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2018-09-05,175.192223228037,-38.9517988512085
100083931,ESI,Hooker/Mueller tracks,Icon,1365180-5155603,Long term,Sealy Tarns Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,blue,2021-05-28,170.085078703827,-43.7154312280879
100083954,CNI,Whirinaki Te Pua-a -Tane CP activities,Local Treasure,1925064-5719501,Long term,Wiremu Merito Reserve Track,,National,Counter Electronic V,navy,2021-08-05,176.733165000695,-38.6134755111249
100083956,CNI,Whirinaki Te Pua-a -Tane CP activities,Local Treasure,1922105-5716737,Long term,"Old Fort Road, MTB",Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-08-05,176.700527831767,-38.6394110810583
100083977,HWT,Kauaeranga Valley Visitor Centre,Visitor Centre,1833661-5888418,Long term,Kauaeranga Vistor Center,Pedestrian Counter - Beam,Regional,Counter Electronic V,navy,2021-08-02,175.630046523755,-37.1214393734239
100083980,WSI,Lake Mahinapua,Gateway,1428462-5260003,Long term,Jum Michel Walk,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-06-21,170.902508500199,-42.7933171380517
100083982,WSI,Northern Lake Kaniere,Gateway,1446735-5259347,Long term,"Lake Kaniere, Kahikatea Walk",Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-08-06,171.12564089199,-42.8030955346445
100084014,WSI,Hokitika activities,Local Treasure,1438220-5242270,Long term,"Hokitika Gorge, swingbridge",Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-09-01,171.016647315872,-42.9550352162328
100084053,WSI,Hokitika activities,Local Treasure,1421035-5247379,Long term,Ross Water Race Walkway,Track,National,Counter Electronic V,navy,2021-07-06,170.807742133806,-42.9052182631799
100084060,CNI,Whirinaki backcountry,Back Country,1929263-5703743,Long term,Mangakahika Track,,National,Counter Electronic V,blue,2021-05-06,176.788766235386,-38.75362621133
100084064,CNI,Whirinaki backcountry,Back Country,1917126-5691871,Long term,"Whirinaki Tk, Pukahunui Road",Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-08-17,176.654835654827,-38.8648359571442
100084066,CNI,Whirinaki River Track,Gateway,1920724-5708998,Long term,Lower Whirinaki  Track,,National,Counter Electronic V,navy,2021-09-06,176.688267268427,-38.7095096933587
100084329,SSI,Te Anau / Manapouri roads and walk,Local Treasure,1186883-4956389,Long term,Te Anau Visitor Centre,Pedestrian Counter - Beam,National,Counter Electronic V,navy,2021-08-11,167.719234582536,-45.4237987859451
100084439,SSI,Lawrence walks,Local Treasure,1342375-4914061,Long term,Gabriels Gully Track,Pedestrian Counter - Structure,Regional,Counter Electronic V,blue,2021-04-11,169.68008862085,-45.8787684641651
100084455,CNI,Okere Falls,Gateway,1893608-5787362,Long term,Okere Falls Walk,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-29,176.344325210573,-38.0139017363627
100084657,WSI,Dolomite Point,Icon,1461888-5336092,Long term,Dolomite Point / Pancake Rocks,Pedestrian Counter - Beam,Regional,Counter Electronic V,navy,2021-07-25,171.329345339531,-42.1151151499039
100084734,NNI,Kerikeri walks,Local Treasure,1685772-6102638,Long term,Kerkeri River Senic Reserve Tk,Pedestrian Counter - Pad,National,Counter Electronic V,red,2020-02-04,173.942414625278,-35.2156225049254
100084741,AKL,Muriwai walks,Local Treasure,1731337-5921345,Long term,"Goldie Bush, Horsman Road",Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-06-28,174.473056661866,-36.8446802940349
100084749,ESI,Central Arthurs Pass backcountry,Back Country,1487576-5244639,Long term,Minga Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,blue,2021-05-26,171.621997723891,-42.9425930144774
100084750,ESI,Canterbury foothills walks,Local Treasure,1522237-5212282,Long term,Wharfedale Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-06-03,172.042244519098,-43.2382512592741
100084751,ESI,Arthurs Pass SH73 backcountry day trips,Back Country,1482279-5245691,Long term,Scotts Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,blue,2021-04-16,171.557312206656,-42.9323226767698
100084752,ESI,Arthur's Pass walks,Gateway,1482751-5245530,Long term,Devils Punchbowl Falls Track,,National,Counter Electronic V,navy,2021-06-30,171.563061151207,-42.9338448012298
100084753,ESI,"Waterfall Track, Hanmer Springs",Local Treasure,1586878-5292778,Long term,Waterfall Creek Track,,National,Counter Electronic V,yellow,2020-09-20,172.84025523955,-42.5172602647581
100084782,CNI,Whakatane walks,Local Treasure,1954279-5790418,Long term,Nga Tapuwae o Toi Walkway,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-29,177.032445863797,-37.9647632108886
100084857,SSI,Mt Aspiring NP ReesDart/Routeburn access,Back Country,1225587-5037874,Long term,Sugarloaf Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-06-17,168.272953622054,-44.7145992343361
100084938,SSI,Remarkables/Hector backcountry,Back Country,1261337-5002341,Long term,Jacks Point Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-01,168.699233090905,-45.0513503910848
100084939,SSI,Queenstown activities,Local Treasure,1270657-5022002,Long term,Macetown Campsite Road,Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2017-05-08,168.830101255213,-44.8792252743273
100085054,NSI,Takaka walks,Local Treasure,1584054-5474209,Long term,Paines Ford Walkway,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-26,172.81073006586,-40.8830421346964
100085112,SSI,Queenstown activities,Local Treasure,1258200-5004300,Long term,Queenstown Visitor Centre,Pedestrian Counter - Beam,National,Counter Electronic V,navy,2021-07-16,168.66084138314,-45.0322607230017
100085131,SSI,Ulva Island,Icon,1227993-4791387,Long term,Ulva Is - West End Beach,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-07,168.113106936947,-46.9266271693715
100085132,SSI,Ulva Island,Icon,1229320-4791536,Long term,Ulva Is - Post Office Cove,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-07,168.130595990627,-46.9260329804992
100085133,SSI,Stewart Island backountry,Back Country,1212759-4796928,Long term,Freshwater Landing-Homestead,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-21,167.918481257876,-46.8682566502146
100085134,SSI,Stewart Island backountry,Back Country,1212825-4796805,Long term,Freshwater Jctn to Freds Camp,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-21,167.919239544488,-46.8693975565377
100085135,SSI,Stewart Island backountry,Back Country,1213375-4796952,Long term,North Arm to Freshwater Hut,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-23,167.926552534754,-46.8683995607226
100085136,SSI,Stewart Island backountry,Back Country,1213287-4797063,Long term,Rocky Mountain Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-22,167.925496408379,-46.8673534822709
100085137,SSI,Rakiura Track,Gateway,1224977-4801039,Long term,Maori Beach to Port William,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-12,168.081570654592,-46.8383943931969
100085138,SSI,Rakiura Track,Gateway,1227317-4798524,Long term,Lee Bay Gate to Maori Beach,Pedestrian Counter - Structure,Regional,Counter Electronic V,navy,2021-07-12,168.110094081891,-46.8622572845995
100085139,SSI,Stewart Island walks,Local Treasure,1228735-4794140,Long term,Observation Rock Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2021-02-10,168.125062522208,-46.9023580963838
100085140,SSI,Stewart Island walks,Local Treasure,1232746-4786540,Long term,Ocean Beach Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2020-10-29,168.171400487139,-46.9727344550466
100085190,SSI,Stewart Island walks,Local Treasure,1228214-4794096,Long term,Raroa Walk,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-05,168.118210953713,-46.9024614779635
100085201,SSI,Otago Central Rail Trail,Icon,1377408-4992298,Long term,"Otago Cnt Rail Trail, Waipiata",Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-08-03,170.166506712869,-45.1876452835814
100085202,SSI,Otago Central Rail Trail,Icon,1362542-5012840,Long term,"Otago Cnt Rail Trail, Idaburn",Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-08-03,169.987257848781,-44.9981384005795
100085354,WSI,Heaphy Track,Gateway,1524869-5448926,Long term,"Heaphy Track, Kohaihai",Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-30,172.105213023081,-41.1074781706617
100085479,ESI,Mt Peel/Tenehaun backcountry,Back Country,1458690-5138766,Long term,"Little Mt Peel Tk, Deer Spur",Pedestrian Counter - Structure,Regional,Counter Electronic V,red,2020-06-17,171.240699577001,-43.8906678366446
100085480,ESI,Peel Forest,Gateway,1460037-5138489,Long term,Big Tree Walk,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-08-09,171.2573892301,-43.8934176079669
100085568,LNI,Catchpool Valley,Gateway,1760030-5420100,Long term,Catchpool Road,,National,Counter Electronic V,navy,2021-08-11,174.913066351263,-41.3547099063688
100085890,LNI,Kaweka Forest Park backcountry,Back Country,1893513-5646201,Long term,Makahu Saddle To Kaweka J,Pedestrian Counter - Pad,National,Counter Electronic V,red,2018-08-26,176.402857593752,-39.2838522505341
100086040,LNI,Holdsworth,Gateway,1809244-5468599,Long term,Holdsworth Road,Vehicle Counter - Low Speed,Regional,Counter Electronic V,red,2016-06-03,175.484390157974,-40.9069647654368
100086050,NNI,Mahinepua Peninsula Track,Local Treasure,1677777-6127262,Long term,Mahinepua Peninsular Track,Pedestrian,National,Counter Electronic V,navy,2021-07-13,173.852264843799,-34.9942574896376
100086051,NSI,Mount Arthur,Gateway,1582401-5439191,Long term,Graham Valley Road,Vehicle Counter - Low Speed,Regional,Counter Electronic V,blue,2021-05-13,172.790110278784,-41.1984544395752
100086207,LNI,Te Puia Track and Hot Pools,Gateway,1898700-5656900,Long term,Te Puia Hut Track,Pedestrian Counter - Pad,National,Counter Electronic V,red,2019-02-16,176.458158735402,-39.1858478104071
100086209,LNI,Kaweka Forest Park backcountry,Back Country,1898900-5655900,Long term,Makahu Rd to Makino Hut Track,Pedestrian Counter - Pad,National,Counter Electronic V,red,2017-09-29,176.460911951409,-39.1947736910876
100086214,WSI,Denniston Brakehead,Icon,1499968-5378818,Long term,Denniston Road,Vehicle Counter - Low Speed,Regional,Counter Electronic V,navy,2021-08-31,171.797107559672,-41.7361588595039
100086261,ESI,Ashburton Lakes/Hakatere activities,Local Treasure,1452764-5183055,Long term,Lake Heron / Lake Hill Tk,Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2020-06-29,171.17906054718,-43.490933351325
100086393,NNI,Bream Head tracks,Gateway,1738289-6030797,Long term,"Bream Head, SmugglersTrack",Pedestrian Counter - Structure,National,Counter Electronic V,yellow,2021-02-16,174.531556219329,-35.857291516767
100086394,NNI,Otamure,Gateway,1732363-6071455,Long term,Watkin Powell Track,Pedestrian Counter - Structure,Regional,Counter Electronic V,yellow,2020-10-19,174.459257481395,-35.4916397702632
100086395,NNI,Whangarei walks,Local Treasure,1716266-6061215,Long term,Waro Limestone Scenic Reserve,Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2021-03-03,174.283305639215,-35.5859624940473
100086396,NNI,Whangarei walks,Local Treasure,1714396-6048470,Long term,"Pukenui Forest, Taraire Ridge",Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2021-03-22,174.264478808131,-35.7010674843294
100086425,SSI,Bluff Hill/Motupohue,Gateway,1244020-4827246,Long term,Glory Track,Pedestrian Counter - Pad,National,Counter Electronic V,blue,2021-05-04,168.350737488386,-46.6137809072665
